Date,Symbol,Adj Close,Close,High,Low,Open,Volume
2023-12-29,APLAPOLLO,1525.5948486328125,1536.800048828125,1552.0,1520.1500244140625,1545.0,845509
2024-01-01,APLAPOLLO,1517.5538330078125,1528.699951171875,1560.0,1511.1500244140625,1553.9000244140625,737306
2024-01-02,APLAPOLLO,1493.3814697265625,1504.3499755859375,1525.0,1466.6500244140625,1500.0,1576938
2024-01-03,APLAPOLLO,1459.4307861328125,1470.1500244140625,1499.9000244140625,1467.0,1491.199951171875,1060686
2024-01-04,APLAPOLLO,1440.271484375,1450.8499755859375,1487.5999755859375,1432.9000244140625,1480.0,1798393
2024-01-05,APLAPOLLO,1512.6400146484375,1523.75,1551.0,1454.1500244140625,1457.9000244140625,2264237
2024-01-08,APLAPOLLO,1503.1595458984375,1514.199951171875,1547.800048828125,1494.550048828125,1524.050048828125,725066
2024-01-09,APLAPOLLO,1528.9205322265625,1540.1500244140625,1545.0,1507.8499755859375,1523.800048828125,818319
2024-01-10,APLAPOLLO,1554.5323486328125,1565.949951171875,1572.0,1533.050048828125,1545.0,920486
2024-01-11,APLAPOLLO,1558.652099609375,1570.0999755859375,1578.9000244140625,1549.550048828125,1570.800048828125,1713389
2024-01-12,APLAPOLLO,1541.52783203125,1552.8499755859375,1589.0,1535.0,1570.0,477231
2024-01-15,APLAPOLLO,1543.2650146484375,1554.5999755859375,1569.9000244140625,1537.5,1554.9000244140625,412574
2024-01-16,APLAPOLLO,1542.42138671875,1553.75,1567.75,1538.050048828125,1559.800048828125,304925
2024-01-17,APLAPOLLO,1499.387451171875,1510.4000244140625,1539.0,1501.1500244140625,1530.0,760205
2024-01-18,APLAPOLLO,1495.366943359375,1506.3499755859375,1520.5,1477.25,1510.699951171875,647115
2024-01-19,APLAPOLLO,1537.1600341796875,1548.449951171875,1558.0,1510.0,1510.0,472150
2024-01-23,APLAPOLLO,1490.0062255859375,1500.949951171875,1542.8499755859375,1478.0,1539.0,849028
2024-01-24,APLAPOLLO,1491.0487060546875,1502.0,1522.5,1479.0999755859375,1502.0,459634
2024-01-25,APLAPOLLO,1478.9871826171875,1489.8499755859375,1511.5,1483.0,1496.050048828125,557859
2024-01-29,APLAPOLLO,1520.33349609375,1531.5,1543.9000244140625,1471.4000244140625,1479.949951171875,1733644
2024-01-30,APLAPOLLO,1488.26904296875,1499.199951171875,1530.0,1490.0,1530.0,905374
2024-01-31,APLAPOLLO,1492.3887939453125,1503.3499755859375,1518.8499755859375,1456.5999755859375,1490.0,1376291
2024-02-01,APLAPOLLO,1481.41943359375,1492.300048828125,1511.300048828125,1487.300048828125,1506.699951171875,1189459
2024-02-02,APLAPOLLO,1467.868896484375,1478.6500244140625,1497.800048828125,1470.0,1485.0,492140
2024-02-05,APLAPOLLO,1425.1328125,1435.5999755859375,1494.0,1420.0,1478.6500244140625,1413379
2024-02-06,APLAPOLLO,1392.62158203125,1402.8499755859375,1440.8499755859375,1370.6500244140625,1428.0,2020568
2024-02-07,APLAPOLLO,1372.8170166015625,1382.9000244140625,1412.949951171875,1375.0,1404.8499755859375,908891
2024-02-08,APLAPOLLO,1377.8302001953125,1387.949951171875,1414.0,1366.5999755859375,1384.949951171875,1079647
2024-02-09,APLAPOLLO,1332.8109130859375,1342.5999755859375,1389.0,1326.75,1387.949951171875,912385
2024-02-12,APLAPOLLO,1341.1993408203125,1351.050048828125,1366.0,1338.0,1358.949951171875,491008
2024-02-13,APLAPOLLO,1323.87646484375,1333.5999755859375,1357.800048828125,1314.300048828125,1351.050048828125,548378
2024-02-14,APLAPOLLO,1378.42578125,1388.550048828125,1396.449951171875,1305.0,1325.0999755859375,1004441
2024-02-15,APLAPOLLO,1408.2567138671875,1418.5999755859375,1426.199951171875,1384.550048828125,1388.0,510461
2024-02-16,APLAPOLLO,1422.70068359375,1433.1500244140625,1444.199951171875,1413.949951171875,1423.6500244140625,559931
2024-02-19,APLAPOLLO,1421.062744140625,1431.5,1442.0,1411.75,1433.199951171875,311846
2024-02-20,APLAPOLLO,1429.053955078125,1439.550048828125,1444.0,1402.4000244140625,1444.0,688802
2024-02-21,APLAPOLLO,1423.4947509765625,1433.949951171875,1456.0,1421.5,1439.800048828125,296162
2024-02-22,APLAPOLLO,1411.880126953125,1422.25,1447.9000244140625,1415.5999755859375,1435.8499755859375,565696
2024-02-23,APLAPOLLO,1438.6832275390625,1449.25,1470.0,1422.25,1423.1500244140625,496702
2024-02-26,APLAPOLLO,1444.093505859375,1454.699951171875,1479.25,1446.8499755859375,1449.300048828125,538841
2024-02-27,APLAPOLLO,1463.5009765625,1474.25,1493.0,1450.800048828125,1454.5,823615
2024-02-28,APLAPOLLO,1452.134521484375,1462.800048828125,1485.949951171875,1443.050048828125,1485.9000244140625,826848
2024-02-29,APLAPOLLO,1536.2666015625,1547.550048828125,1550.0,1446.0,1462.0,1775544
2024-03-01,APLAPOLLO,1538.7484130859375,1550.050048828125,1571.4000244140625,1521.050048828125,1547.800048828125,488759
2024-03-04,APLAPOLLO,1530.2607421875,1541.5,1553.949951171875,1528.0,1539.9000244140625,282419
2024-03-05,APLAPOLLO,1539.889892578125,1551.199951171875,1560.0,1528.5999755859375,1542.9000244140625,332976
2024-03-06,APLAPOLLO,1543.910400390625,1555.25,1562.75,1523.5999755859375,1545.050048828125,484139
2024-03-07,APLAPOLLO,1571.110595703125,1582.6500244140625,1589.9000244140625,1545.050048828125,1545.050048828125,494841
2024-03-11,APLAPOLLO,1587.4405517578125,1599.0999755859375,1606.0,1561.25,1587.9000244140625,730455
2024-03-12,APLAPOLLO,1580.988037109375,1592.5999755859375,1599.9000244140625,1572.4000244140625,1599.0999755859375,458809
2024-03-13,APLAPOLLO,1481.5682373046875,1492.449951171875,1660.0,1440.0,1589.5,6507913
2024-03-14,APLAPOLLO,1484.6951904296875,1495.5999755859375,1525.0,1471.6500244140625,1492.0,694302
2024-03-15,APLAPOLLO,1463.9476318359375,1474.699951171875,1519.0,1464.0,1501.050048828125,540429
2024-03-18,APLAPOLLO,1536.0679931640625,1547.3499755859375,1558.949951171875,1463.699951171875,1472.949951171875,439875
2024-03-19,APLAPOLLO,1535.472412109375,1546.75,1570.8499755859375,1527.699951171875,1557.5999755859375,669470
2024-03-20,APLAPOLLO,1491.1478271484375,1502.0999755859375,1548.949951171875,1494.5999755859375,1546.75,363201
2024-03-21,APLAPOLLO,1516.1146240234375,1527.25,1539.1500244140625,1487.5999755859375,1514.949951171875,581408
2024-03-22,APLAPOLLO,1507.7757568359375,1518.8499755859375,1545.5,1503.050048828125,1532.0,392260
2024-03-26,APLAPOLLO,1479.185791015625,1490.050048828125,1512.3499755859375,1484.449951171875,1497.800048828125,686357
2024-03-27,APLAPOLLO,1464.295166015625,1475.050048828125,1494.75,1458.199951171875,1490.0,443684
2024-03-28,APLAPOLLO,1485.0426025390625,1495.949951171875,1505.0,1455.550048828125,1475.0,583354
2024-04-01,APLAPOLLO,1492.3392333984375,1503.300048828125,1516.0,1476.4000244140625,1509.949951171875,625196
2024-04-02,APLAPOLLO,1563.2186279296875,1574.699951171875,1584.0,1510.0,1510.0,589250
2024-04-03,APLAPOLLO,1588.78076171875,1600.449951171875,1615.0,1570.0,1578.449951171875,566075
2024-04-04,APLAPOLLO,1537.755615234375,1549.050048828125,1610.0,1543.050048828125,1610.0,367239
2024-04-05,APLAPOLLO,1539.54248046875,1550.8499755859375,1597.3499755859375,1545.6500244140625,1556.800048828125,538570
2024-04-08,APLAPOLLO,1576.719482421875,1588.300048828125,1610.8499755859375,1555.9000244140625,1570.0,566640
2024-04-09,APLAPOLLO,1590.2203369140625,1601.9000244140625,1622.0,1582.1500244140625,1610.0,356269
2024-04-10,APLAPOLLO,1557.063720703125,1568.5,1607.0,1556.5,1606.949951171875,548363
2024-04-12,APLAPOLLO,1535.81982421875,1547.0999755859375,1590.5,1535.4000244140625,1570.0,862397
2024-04-15,APLAPOLLO,1536.5147705078125,1547.800048828125,1552.449951171875,1500.0,1500.0,433059
2024-04-16,APLAPOLLO,1534.777587890625,1546.050048828125,1566.0,1524.0,1539.8499755859375,500592
2024-04-18,APLAPOLLO,1520.482421875,1531.6500244140625,1570.0,1524.449951171875,1550.0,310359
2024-04-19,APLAPOLLO,1544.3074951171875,1555.6500244140625,1560.0,1517.8499755859375,1519.949951171875,303345
2024-04-22,APLAPOLLO,1537.80517578125,1549.0999755859375,1575.0,1542.5,1570.0,179029
2024-04-23,APLAPOLLO,1557.063720703125,1568.5,1577.0,1550.0,1552.0,483915
2024-04-24,APLAPOLLO,1570.8128662109375,1582.3499755859375,1590.0999755859375,1567.300048828125,1570.0,477407
2024-04-25,APLAPOLLO,1538.599365234375,1549.9000244140625,1595.949951171875,1544.75,1582.3499755859375,304658
2024-04-26,APLAPOLLO,1543.1162109375,1554.449951171875,1561.949951171875,1536.0,1550.0,240897
2024-04-29,APLAPOLLO,1544.8038330078125,1556.1500244140625,1563.699951171875,1533.3499755859375,1560.0,281473
2024-04-30,APLAPOLLO,1545.8958740234375,1557.25,1584.9000244140625,1551.5999755859375,1556.1500244140625,465045
2024-05-02,APLAPOLLO,1578.60546875,1590.199951171875,1596.0,1563.800048828125,1570.0,539141
2024-05-03,APLAPOLLO,1575.726806640625,1587.300048828125,1613.0,1570.199951171875,1597.0999755859375,361205
2024-05-06,APLAPOLLO,1546.8388671875,1558.199951171875,1611.0,1543.0,1580.0,548590
2024-05-07,APLAPOLLO,1534.2315673828125,1545.5,1570.699951171875,1535.0,1570.699951171875,367910
2024-05-08,APLAPOLLO,1551.4549560546875,1562.8499755859375,1575.0,1539.199951171875,1544.5999755859375,354961
2024-05-09,APLAPOLLO,1537.0111083984375,1548.300048828125,1574.550048828125,1540.1500244140625,1570.0,226718
2024-05-10,APLAPOLLO,1524.2547607421875,1535.449951171875,1550.0,1506.800048828125,1546.0,424940
2024-05-13,APLAPOLLO,1553.58935546875,1565.0,1580.0,1439.050048828125,1498.8499755859375,936567
2024-05-14,APLAPOLLO,1568.6287841796875,1580.1500244140625,1583.0,1555.0,1555.0,354608
2024-05-15,APLAPOLLO,1568.678466796875,1580.199951171875,1607.0,1566.449951171875,1581.050048828125,678661
2024-05-16,APLAPOLLO,1618.1651611328125,1630.050048828125,1644.5,1582.1500244140625,1590.449951171875,1210190
2024-05-17,APLAPOLLO,1686.413818359375,1698.800048828125,1703.800048828125,1631.0,1631.0,994322
2024-05-21,APLAPOLLO,1705.424072265625,1717.949951171875,1724.4000244140625,1670.300048828125,1670.300048828125,696408
2024-05-22,APLAPOLLO,1691.6751708984375,1704.0999755859375,1728.949951171875,1680.1500244140625,1720.5999755859375,384955
2024-05-23,APLAPOLLO,1684.72607421875,1697.0999755859375,1722.550048828125,1683.0,1704.300048828125,368987
2024-05-24,APLAPOLLO,1681.8968505859375,1694.25,1726.800048828125,1682.0,1708.050048828125,508257
2024-05-27,APLAPOLLO,1652.21484375,1664.3499755859375,1705.0,1655.550048828125,1700.5,366124
2024-05-28,APLAPOLLO,1605.5574951171875,1617.3499755859375,1669.949951171875,1612.050048828125,1664.3499755859375,578827
2024-05-29,APLAPOLLO,1586.596923828125,1598.25,1628.949951171875,1590.5,1623.9000244140625,514144
2024-05-30,APLAPOLLO,1522.07080078125,1533.25,1615.949951171875,1525.0,1606.25,477645
2024-05-31,APLAPOLLO,1493.927490234375,1504.9000244140625,1550.949951171875,1463.5999755859375,1530.0,2978957
2024-06-03,APLAPOLLO,1545.3994140625,1556.75,1574.6500244140625,1525.5,1562.0,817335
2024-06-04,APLAPOLLO,1424.040771484375,1434.5,1556.199951171875,1403.25,1552.550048828125,780014
2024-06-05,APLAPOLLO,1461.863037109375,1472.5999755859375,1500.0,1426.8499755859375,1462.0,796267
2024-06-06,APLAPOLLO,1560.6375732421875,1572.0999755859375,1586.9000244140625,1492.199951171875,1501.0,541029
2024-06-07,APLAPOLLO,1613.2015380859375,1625.050048828125,1631.5,1561.449951171875,1572.0999755859375,3713637
2024-06-10,APLAPOLLO,1617.9168701171875,1629.800048828125,1667.5,1615.050048828125,1634.0,457731
2024-06-11,APLAPOLLO,1620.8453369140625,1632.75,1649.0,1620.199951171875,1631.0,291677
2024-06-12,APLAPOLLO,1569.3236083984375,1580.8499755859375,1666.0,1577.0,1665.0,822296
2024-06-13,APLAPOLLO,1528.1263427734375,1539.3499755859375,1604.800048828125,1535.0,1598.0,705356
2024-06-14,APLAPOLLO,1547.4345703125,1558.800048828125,1565.9000244140625,1533.25,1544.9000244140625,425321
2024-06-18,APLAPOLLO,1567.4375,1578.949951171875,1588.0,1555.050048828125,1559.4000244140625,399064
2024-06-19,APLAPOLLO,1559.6944580078125,1571.1500244140625,1594.5,1561.1500244140625,1594.0,491661
2024-06-20,APLAPOLLO,1568.1820068359375,1579.699951171875,1594.0,1561.199951171875,1563.6500244140625,599768
2024-06-21,APLAPOLLO,1634.5943603515625,1646.5999755859375,1679.0,1581.0,1584.5,2278257
2024-06-24,APLAPOLLO,1606.9970703125,1618.800048828125,1638.75,1596.0,1638.5,413414
2024-06-25,APLAPOLLO,1613.1021728515625,1624.949951171875,1647.199951171875,1605.0,1633.0,318036
2024-06-26,APLAPOLLO,1583.0230712890625,1594.6500244140625,1639.800048828125,1585.0,1639.800048828125,448888
2024-06-27,APLAPOLLO,1527.878173828125,1539.0999755859375,1603.0,1525.0,1594.6500244140625,802722
2024-06-28,APLAPOLLO,1543.9600830078125,1555.300048828125,1576.949951171875,1520.0,1539.0999755859375,776710
2024-07-01,APLAPOLLO,1602.2320556640625,1614.0,1629.0,1559.949951171875,1560.050048828125,978635
2024-07-02,APLAPOLLO,1582.0799560546875,1593.699951171875,1654.0,1580.0999755859375,1627.5,403237
2024-07-03,APLAPOLLO,1584.1151123046875,1595.75,1609.6500244140625,1569.0,1602.949951171875,1155464
2024-07-04,APLAPOLLO,1569.2244873046875,1580.75,1599.5999755859375,1576.0,1595.75,354970
2024-07-05,APLAPOLLO,1558.205322265625,1569.6500244140625,1580.75,1551.0,1575.0,1028694
2024-07-08,APLAPOLLO,1538.897216796875,1550.199951171875,1576.9000244140625,1545.0,1570.0,414368
2024-07-09,APLAPOLLO,1542.9176025390625,1554.25,1566.550048828125,1530.9000244140625,1556.949951171875,307495
2024-07-10,APLAPOLLO,1554.13525390625,1565.550048828125,1586.949951171875,1556.0,1564.8499755859375,590609
2024-07-11,APLAPOLLO,1541.031494140625,1552.3499755859375,1584.0,1538.0999755859375,1584.0,454494
2024-07-12,APLAPOLLO,1529.9627685546875,1541.199951171875,1568.699951171875,1529.0,1553.0,539156
2024-07-15,APLAPOLLO,1538.94677734375,1550.25,1564.8499755859375,1510.0,1541.9000244140625,1636770
2024-07-16,APLAPOLLO,1541.6270751953125,1552.949951171875,1564.25,1543.550048828125,1555.0,922419
2024-07-18,APLAPOLLO,1514.7247314453125,1525.8499755859375,1554.199951171875,1515.0,1530.9000244140625,407741
2024-07-19,APLAPOLLO,1478.5902099609375,1489.449951171875,1525.6500244140625,1486.050048828125,1523.699951171875,304603
2024-07-22,APLAPOLLO,1474.6192626953125,1485.449951171875,1500.25,1461.0999755859375,1461.0999755859375,447803
2024-07-23,APLAPOLLO,1486.6312255859375,1497.550048828125,1509.8499755859375,1467.5,1485.4000244140625,330914
2024-07-24,APLAPOLLO,1476.7535400390625,1487.5999755859375,1515.0,1474.0,1497.75,293899
2024-07-25,APLAPOLLO,1449.90087890625,1460.550048828125,1481.75,1458.25,1481.75,358378
2024-07-26,APLAPOLLO,1473.52734375,1484.3499755859375,1498.0,1455.4000244140625,1460.550048828125,290289
2024-07-29,APLAPOLLO,1492.091064453125,1503.050048828125,1512.0,1478.449951171875,1489.949951171875,1035527
2024-07-30,APLAPOLLO,1461.3665771484375,1472.0999755859375,1509.0,1468.0,1508.9000244140625,549080
2024-07-31,APLAPOLLO,1474.6689453125,1485.5,1496.0,1473.550048828125,1492.0,441370
2024-08-01,APLAPOLLO,1465.287841796875,1476.050048828125,1506.800048828125,1468.800048828125,1493.0,521618
2024-08-02,APLAPOLLO,1461.863037109375,1472.5999755859375,1495.0,1458.050048828125,1472.5,287166
2024-08-05,APLAPOLLO,1406.1224365234375,1416.449951171875,1458.0,1401.5,1450.0,376949
2024-08-06,APLAPOLLO,1404.08740234375,1414.4000244140625,1465.5,1407.199951171875,1425.199951171875,264836
2024-08-07,APLAPOLLO,1403.3924560546875,1413.699951171875,1447.5999755859375,1407.75,1425.0,232321
2024-08-08,APLAPOLLO,1424.9837646484375,1435.449951171875,1445.0,1397.0,1427.800048828125,440998
2024-08-09,APLAPOLLO,1414.7093505859375,1425.0999755859375,1458.9000244140625,1420.0,1450.0,218986
2024-08-12,APLAPOLLO,1422.4525146484375,1432.9000244140625,1447.5,1415.0,1419.300048828125,239973
2024-08-13,APLAPOLLO,1400.9603271484375,1411.25,1444.199951171875,1404.5999755859375,1444.0,217949
2024-08-14,APLAPOLLO,1413.865478515625,1424.25,1429.0,1400.050048828125,1412.449951171875,406432
2024-08-16,APLAPOLLO,1397.287353515625,1407.550048828125,1440.9000244140625,1398.800048828125,1422.050048828125,624511
2024-08-19,APLAPOLLO,1347.1058349609375,1357.0,1407.550048828125,1352.0,1407.0,1003809
2024-08-20,APLAPOLLO,1337.129150390625,1346.949951171875,1372.949951171875,1341.949951171875,1369.3499755859375,684300
2024-08-21,APLAPOLLO,1348.79345703125,1358.699951171875,1364.949951171875,1344.0,1354.0,445709
2024-08-22,APLAPOLLO,1406.8173828125,1417.1500244140625,1422.6500244140625,1345.550048828125,1366.4000244140625,1458647
2024-08-23,APLAPOLLO,1412.2275390625,1422.5999755859375,1444.949951171875,1407.0,1428.949951171875,696507
2024-08-26,APLAPOLLO,1417.6378173828125,1428.050048828125,1446.6500244140625,1414.0,1429.0,394377
2024-08-27,APLAPOLLO,1431.3868408203125,1441.9000244140625,1450.0,1415.3499755859375,1435.0,461159
2024-08-28,APLAPOLLO,1464.841064453125,1475.5999755859375,1481.0999755859375,1430.300048828125,1445.0,791000
2024-08-29,APLAPOLLO,1492.2894287109375,1503.25,1507.75,1466.0,1480.9000244140625,718767
2024-08-30,APLAPOLLO,1451.4395751953125,1462.0999755859375,1503.8499755859375,1450.0,1502.0999755859375,844217
2024-09-02,APLAPOLLO,1425.182373046875,1435.6500244140625,1458.800048828125,1422.0,1451.0999755859375,644296
2024-09-03,APLAPOLLO,1418.68017578125,1429.0999755859375,1448.800048828125,1423.0,1440.0,413030
2024-09-04,APLAPOLLO,1444.73876953125,1455.3499755859375,1469.0,1423.0,1423.0,450219
2024-09-05,APLAPOLLO,1429.748779296875,1440.25,1475.0,1435.0,1459.0,541550
2024-09-06,APLAPOLLO,1392.8697509765625,1403.0999755859375,1459.9000244140625,1394.0,1452.0,442727
2024-09-09,APLAPOLLO,1388.3033447265625,1398.5,1421.8499755859375,1382.449951171875,1414.0,313355
2024-09-10,APLAPOLLO,1404.08740234375,1414.4000244140625,1429.4000244140625,1409.0,1419.449951171875,260809
2024-09-11,APLAPOLLO,1418.878662109375,1429.300048828125,1447.0,1407.949951171875,1419.5,340978
2024-09-12,APLAPOLLO,1412.029052734375,1422.4000244140625,1441.75,1411.1500244140625,1431.9000244140625,258298
2024-09-13,APLAPOLLO,1448.411865234375,1459.050048828125,1486.3499755859375,1423.949951171875,1423.949951171875,510419
2024-09-16,APLAPOLLO,1442.3563232421875,1452.949951171875,1478.75,1442.550048828125,1461.0,268900
2024-09-17,APLAPOLLO,1438.832275390625,1449.4000244140625,1462.4000244140625,1434.5999755859375,1459.949951171875,212533
2024-09-18,APLAPOLLO,1426.919677734375,1437.4000244140625,1460.0,1430.0999755859375,1444.25,193451
2024-09-19,APLAPOLLO,1419.9937744140625,1424.949951171875,1448.949951171875,1423.0,1437.5,395562
2024-09-20,APLAPOLLO,1434.642822265625,1439.6500244140625,1447.0,1423.5,1427.0,423910
2024-09-23,APLAPOLLO,1420.8907470703125,1425.8499755859375,1448.75,1407.4000244140625,1445.0,407590
2024-09-24,APLAPOLLO,1470.1688232421875,1475.300048828125,1480.0,1418.300048828125,1428.8499755859375,713409
2024-09-25,APLAPOLLO,1508.3853759765625,1513.6500244140625,1519.0,1478.949951171875,1479.0,953679
2024-09-26,APLAPOLLO,1511.4246826171875,1516.699951171875,1520.4000244140625,1498.0,1520.0,725879
2024-09-27,APLAPOLLO,1527.0701904296875,1532.4000244140625,1539.449951171875,1513.199951171875,1520.0,903969
2024-09-30,APLAPOLLO,1578.64013671875,1584.1500244140625,1589.0,1521.9000244140625,1535.8499755859375,1241114
2024-10-01,APLAPOLLO,1615.9598388671875,1621.5999755859375,1628.0,1572.75,1590.0,878640
2024-10-03,APLAPOLLO,1601.51025390625,1607.0999755859375,1652.5999755859375,1569.0,1611.0,1132578
2024-10-04,APLAPOLLO,1603.7027587890625,1609.300048828125,1627.949951171875,1562.5999755859375,1600.0,1713379
2024-10-07,APLAPOLLO,1557.5137939453125,1562.949951171875,1613.9000244140625,1504.199951171875,1610.0,378995
2024-10-08,APLAPOLLO,1539.4271240234375,1544.800048828125,1558.5,1507.0,1530.0,627746
2024-10-09,APLAPOLLO,1530.6575927734375,1536.0,1573.699951171875,1530.75,1544.800048828125,227561
2024-10-10,APLAPOLLO,1568.2763671875,1573.75,1582.25,1526.449951171875,1544.949951171875,293849
2024-10-11,APLAPOLLO,1566.2333984375,1571.699951171875,1587.550048828125,1542.0,1573.0,211774
2024-10-14,APLAPOLLO,1556.2183837890625,1561.6500244140625,1591.949951171875,1548.5,1569.8499755859375,299638
2024-10-15,APLAPOLLO,1547.249755859375,1552.6500244140625,1561.6500244140625,1532.050048828125,1554.5,445550
2024-10-16,APLAPOLLO,1574.504638671875,1580.0,1598.25,1540.0,1549.5,482865
2024-10-17,APLAPOLLO,1546.85107421875,1552.25,1601.5,1549.0,1580.0,690232
2024-10-18,APLAPOLLO,1570.568359375,1576.050048828125,1585.0,1532.5999755859375,1555.0,262552
2024-10-21,APLAPOLLO,1533.697021484375,1539.050048828125,1589.9000244140625,1530.0,1580.0,296727
2024-10-22,APLAPOLLO,1524.9276123046875,1530.25,1546.75,1505.0,1539.8499755859375,536205
2024-10-23,APLAPOLLO,1481.7283935546875,1486.9000244140625,1539.699951171875,1451.0999755859375,1506.0,609018
2024-10-24,APLAPOLLO,1486.6611328125,1491.8499755859375,1510.0,1466.949951171875,1482.9000244140625,198390
2024-10-25,APLAPOLLO,1468.57421875,1473.699951171875,1508.699951171875,1439.300048828125,1495.75,250738
2024-10-28,APLAPOLLO,1444.0101318359375,1449.050048828125,1488.9000244140625,1441.050048828125,1459.949951171875,184611
2024-10-29,APLAPOLLO,1505.146728515625,1510.4000244140625,1536.3499755859375,1376.699951171875,1449.050048828125,1255347
2024-10-30,APLAPOLLO,1486.2625732421875,1491.449951171875,1516.0,1460.4000244140625,1465.5999755859375,1435351
2024-10-31,APLAPOLLO,1515.16162109375,1520.449951171875,1554.9000244140625,1482.1500244140625,1486.699951171875,636928
2024-11-01,APLAPOLLO,1535.789794921875,1541.1500244140625,1544.5,1517.5999755859375,1530.0,56740
2024-11-04,APLAPOLLO,1508.9832763671875,1514.25,1545.0999755859375,1499.0,1540.0999755859375,376976
2024-11-05,APLAPOLLO,1511.2254638671875,1516.5,1540.0,1499.25,1515.0,456074
2024-11-06,APLAPOLLO,1536.2381591796875,1541.5999755859375,1548.9000244140625,1525.25,1531.6500244140625,692720
2024-11-07,APLAPOLLO,1519.0980224609375,1524.4000244140625,1556.699951171875,1518.5,1556.699951171875,234218
2024-11-08,APLAPOLLO,1515.4107666015625,1520.699951171875,1539.5,1481.75,1524.4000244140625,243560
2024-11-11,APLAPOLLO,1519.3968505859375,1524.699951171875,1544.4000244140625,1504.949951171875,1528.3499755859375,389954
2024-11-12,APLAPOLLO,1520.3934326171875,1525.699951171875,1543.0,1509.5,1536.0,235466
2024-11-13,APLAPOLLO,1493.0887451171875,1498.300048828125,1529.050048828125,1491.0999755859375,1525.699951171875,323037
2024-11-14,APLAPOLLO,1465.385498046875,1470.5,1524.699951171875,1460.0,1501.0,298600
2024-11-18,APLAPOLLO,1465.93359375,1471.050048828125,1502.5,1453.0,1493.949951171875,330262
2024-11-19,APLAPOLLO,1461.6983642578125,1466.800048828125,1519.199951171875,1460.0,1471.050048828125,373487
2024-11-21,APLAPOLLO,1435.48974609375,1440.5,1475.8499755859375,1425.25,1466.800048828125,418105
2024-11-22,APLAPOLLO,1413.317138671875,1418.25,1451.0,1400.0,1449.0,885833
2024-11-25,APLAPOLLO,1452.2314453125,1457.300048828125,1490.0,1435.050048828125,1450.0,2258492
2024-11-26,APLAPOLLO,1476.845458984375,1482.0,1519.0,1461.0,1471.949951171875,509027
2024-11-27,APLAPOLLO,1477.8419189453125,1483.0,1499.75,1465.0999755859375,1482.6500244140625,204310
2024-11-28,APLAPOLLO,1462.8941650390625,1468.0,1498.0999755859375,1457.800048828125,1498.0,405635
2024-11-29,APLAPOLLO,1511.1258544921875,1516.4000244140625,1545.0,1445.25,1470.0,1803159
2024-12-02,APLAPOLLO,1501.6090087890625,1506.8499755859375,1512.9000244140625,1488.050048828125,1505.699951171875,554408
2024-12-03,APLAPOLLO,1551.3853759765625,1556.800048828125,1566.5,1514.550048828125,1521.9000244140625,697960
2024-12-04,APLAPOLLO,1575.052734375,1580.550048828125,1585.800048828125,1559.050048828125,1565.199951171875,608477
2024-12-05,APLAPOLLO,1562.8951416015625,1568.3499755859375,1587.949951171875,1540.0999755859375,1582.75,362856
2024-12-06,APLAPOLLO,1570.4188232421875,1575.9000244140625,1581.949951171875,1560.0,1572.0,316023
2024-12-09,APLAPOLLO,1610.977294921875,1616.5999755859375,1630.0,1563.0999755859375,1574.800048828125,982758
2024-12-10,APLAPOLLO,1617.753662109375,1623.4000244140625,1645.800048828125,1611.050048828125,1623.0,973125
2024-12-11,APLAPOLLO,1592.740966796875,1598.300048828125,1627.949951171875,1590.050048828125,1625.0,311436
2024-12-12,APLAPOLLO,1601.0618896484375,1606.6500244140625,1616.800048828125,1595.550048828125,1605.9000244140625,224390
2024-12-13,APLAPOLLO,1591.3458251953125,1596.9000244140625,1611.9000244140625,1575.0,1608.0,606250
2024-12-16,APLAPOLLO,1595.2821044921875,1600.8499755859375,1606.6500244140625,1576.949951171875,1596.9000244140625,298882
2024-12-17,APLAPOLLO,1586.7120361328125,1592.25,1611.0,1580.199951171875,1600.8499755859375,479610
2024-12-18,APLAPOLLO,1572.7606201171875,1578.25,1592.0,1567.949951171875,1592.0,177334
2024-12-19,APLAPOLLO,1577.6436767578125,1583.1500244140625,1588.0,1552.0,1552.0,409832
2024-12-20,APLAPOLLO,1553.57763671875,1559.0,1597.25,1553.1500244140625,1596.949951171875,537053
2024-12-23,APLAPOLLO,1536.038818359375,1541.4000244140625,1569.8499755859375,1535.5,1567.9000244140625,674126
2024-12-24,APLAPOLLO,1510.976318359375,1516.25,1541.4000244140625,1511.3499755859375,1540.0999755859375,781599
2024-12-26,APLAPOLLO,1491.9925537109375,1497.199951171875,1540.0,1473.0,1518.949951171875,757027
2024-12-27,APLAPOLLO,1509.6807861328125,1514.949951171875,1533.199951171875,1500.1500244140625,1509.949951171875,382530
2024-12-30,APLAPOLLO,1516.5567626953125,1521.8499755859375,1540.949951171875,1502.5,1514.300048828125,431405
2024-12-31,APLAPOLLO,1562.79541015625,1568.25,1580.0,1501.550048828125,1511.0,845936
2025-01-01,APLAPOLLO,1579.935546875,1585.449951171875,1596.9000244140625,1560.0,1560.0,564350
2025-01-02,APLAPOLLO,1581.679443359375,1587.199951171875,1598.3499755859375,1573.550048828125,1585.0,563584
2025-01-03,APLAPOLLO,1611.126708984375,1616.75,1624.949951171875,1590.0,1601.550048828125,567607
